"ID" "CITY" "STATE" "ZIP" "Q050" "Q051" "Q052" "Q053" "Q054" "Q055" "Q056" "Q057" "Q058" "Q059" "Q060" "Q061" "Q062" "Q063" "Q064" "Q065" "Q066" "Q067" "Q068" "Q069" "Q070" "Q071" "Q072" "Q073" "Q074" "Q075" "Q076" "Q077" "Q078" "Q079" "Q080" "Q081" "Q082" "Q083" "Q084" "Q085" "Q086" "Q087" "Q088" "Q089" "Q090" "Q091" "Q092" "Q093" "Q094" "Q095" "Q096" "Q097" "Q098" "Q099" "Q100" "Q101" "Q102" "Q103" "Q104" "Q105" "Q106" "Q107" "Q109" "Q110" "Q111" "Q115" "Q117" "Q118" "Q119" "Q120" "Q121" "lat" "long"
1158 "BelleMead" "NJ" "08502" 8 1 1 2 2 2 2 2 2 20 8 4 2 1 1 3 1 1 7 6 7 5 1 1 1 1 7 1 1 9 1 1 11 7 7 6 2 1 3 1 3 2 3 2 4 6 4 5 1 8 4 3 9 4 6 1 3 2 1 3 1 1 1 8 1 2 1 40.460137 -74.635921
1159 "Wyckoff" "NJ" "07481" 7 2 3 2 2 2 2 2 3 20 8 4 2 1 4 1 1 1 3 3 2 2 5 1 1 1 7 1 2 1 1 1 17 5 4 2 1 2 4 3 1 1 3 1 4 1 3 2 1 6 4 3 1 4 1 1 3 3 1 5 2 1 1 7 1 2 3 40.998583 -74.167104
1160 "batesville" "IN" "47006" 7 2 3 2 2 2 2 2 3 20 8 4 2 1 4 1 1 1 3 3 2 2 5 1 1 1 7 1 2 1 1 1 17 5 4 2 1 2 4 3 1 1 3 1 4 1 3 2 1 6 4 3 1 4 1 1 3 3 1 5 2 1 1 7 1 2 3 39.291624 -85.219616
1162 "Brooklyn" "NY" "11230" 7 2 3 2 2 2 2 2 3 20 8 4 2 1 4 1 1 1 3 3 2 2 5 1 1 1 7 1 2 1 1 1 17 5 4 2 1 2 4 3 1 1 3 1 4 1 3 2 1 6 4 3 1 4 1 1 3 3 1 5 2 1 1 7 1 2 3 40.622994 -73.964275
1163 "Milford" "CT" "06460" 7 2 3 2 2 2 2 2 1 3 5 4 1 1 2 2 1 1 3 3 6 3 1 1 12 1 4 1 2 1 1 3 17 1 3 1 1 1 7 2 1 2 3 3 1 1 4 5 1 3 4 2 1 4 1 1 3 3 1 9 1 1 3 7 1 1 1 41.21953 -73.0554
1164 "Mobile" "AL" "36693" 1 1 1 2 2 2 2 2 2 2 8 6 2 1 5 1 1 1 2 3 7 5 5 1 4 1 4 4 2 1 8 3 2 3 4 2 2 2 4 1 1 2 3 2 1 6 4 2 1 2 1 2 1 4 1 3 3 9 1 8 3 1 5 7 1 1 3 30.630441 -88.153978
1165 "Houston" "TX" "77084" 8 2 2 2 2 2 2 2 3 20 8 7 2 1 11 3 8 1 4 6 7 5 6 6 2 1 1 1 3 1 9 1 2 5 4 2 3 1 1 1 1 2 3 2 2 1 5 2 1 4 4 2 3 4 6 5 4 3 1 8 2 1 1 6 1 2 4 29.839155 -95.663915
1168 "GreatNeck" "NY" "11024" 7 2 2 2 2 2 2 1 1 20 8 4 2 1 4 2 2 1 7 0 7 0 5 1 12 1 7 0 2 1 1 1 16 0 4 1 2 3 7 3 1 2 0 3 4 1 4 2 1 2 4 2 10 4 1 1 7 3 1 8 7 1 1 7 1 5 1 40.812887 -73.740941
1169 "LongIsland" "NY" "11576" 7 2 2 2 2 2 2 2 1 1 5 4 2 1 4 3 2 1 3 3 3 3 5 1 13 1 4 4 1 1 1 1 16 1 4 6 1 1 3 3 1 2 3 3 3 1 0 5 1 2 4 2 1 4 1 1 1 3 1 3 8 1 5 7 1 2 1 40.793839 -73.651569
1170 "Philadelphia" "PA" "19144" 7 1 2 2 2 2 2 2 3 2 9 7 1 1 3 2 2 1 1 5 7 0 1 1 1 3 4 4 3 1 8 1 6 1 2 6 1 1 3 2 1 2 3 2 4 6 4 5 1 1 5 2 1 3 2 5 3 4 1 3 2 1 3 7 1 6 3 40.034111 -75.172034
1171 "Philadelphia" "PA" "19134" 2 1 1 2 2 2 1 1 3 20 8 4 7 1 3 1 0 1 3 0 7 0 5 1 4 1 4 1 2 1 1 1 2 7 7 0 2 3 1 3 1 2 0 2 6 0 5 5 1 7 4 2 10 4 2 1 3 3 1 3 1 1 1 7 3 2 1 39.991712 -75.111168
1172 "Brooklyn" "NY" "11201" 7 2 2 2 2 2 2 2 2 20 8 4 10 1 4 2 1 1 7 4 6 3 1 1 13 8 4 4 3 3 1 1 14 5 4 2 2 2 7 3 1 2 3 1 4 1 1 2 1 2 4 2 10 4 1 1 1 3 1 8 1 1 1 7 1 2 3 40.695286 -73.989077
1173 "PalosHeights" "IL" "60463" 4 1 3 2 2 1 1 1 3 5 8 4 2 1 1 1 5 1 3 3 3 3 1 11 14 8 1 1 1 10 1 1 2 5 4 4 1 1 7 1 0 2 3 2 1 5 2 6 5 1 4 2 0 3 6 2 1 4 1 8 3 1 5 7 3 6 1 41.663548 -87.791484
1174 "Winston-Salem" "NC" "27106" 4 1 3 2 2 1 1 1 3 5 8 4 2 1 1 1 5 1 3 3 3 3 1 11 14 8 1 1 1 10 1 1 2 5 4 4 1 1 7 1 0 2 3 2 1 5 2 6 5 1 4 2 0 3 6 2 1 4 1 8 3 1 5 7 3 6 1 36.141395 -80.313702
1176 "Delmar" "NY" "12054" 7 2 3 2 2 2 2 2 2 0 0 7 2 1 1 2 2 1 3 3 6 3 1 2 1 1 7 1 2 1 1 1 16 1 2 6 2 2 7 3 1 2 3 3 1 1 5 1 1 3 4 3 1 4 1 1 1 3 1 8 2 2 1 7 1 2 1 42.614979 -73.840866
1177 "Derby" "CT" "06418" 7 1 3 2 2 2 2 1 1 20 8 4 7 1 1 1 2 1 6 0 7 0 1 1 5 1 1 1 3 1 1 1 17 7 1 1 1 1 4 2 1 1 0 2 1 2 1 2 1 2 3 3 3 4 1 1 7 10 1 8 2 1 5 7 1 2 1 41.323005 -73.084331
1179 "StateCollege" "PA" "16803" 4 2 1 2 2 2 1 2 2 17 8 4 10 1 1 3 2 1 7 4 3 3 1 1 4 1 8 4 3 1 1 1 14 7 2 5 1 1 7 3 3 2 3 2 1 6 7 5 1 3 4 2 1 4 1 1 1 9 1 8 3 1 4 6 1 2 3 40.802661 -77.899362
1180 "sanjose" "CA" "95136" 1 1 3 2 2 2 2 2 3 20 9 7 2 1 1 2 1 1 7 6 7 5 1 3 3 1 7 4 2 1 8 1 14 7 2 6 2 1 7 3 1 2 3 2 4 1 5 2 1 2 4 2 1 4 1 1 1 3 1 8 2 1 4 7 1 2 1 37.269343 -121.849396
1181 "cincinnati" "OH" "20715" 7 1 2 2 2 2 2 2 3 2 7 7 2 1 1 2 2 1 6 6 6 5 5 1 1 3 1 4 3 9 1 3 12 1 4 2 2 1 7 1 3 2 3 2 2 1 3 5 1 1 4 2 3 4 1 1 3 3 1 8 2 1 5 6 1 5 2 38.979413 -76.743821
1182 "NewportNews" "VA" "23042" 7 1 2 2 2 2 2 2 3 2 7 7 2 1 1 2 2 1 6 6 6 5 5 1 1 3 1 4 3 9 1 3 12 1 4 2 2 1 7 1 3 2 3 2 2 1 3 5 1 1 4 2 3 4 1 1 3 3 1 8 2 1 5 6 1 5 2 NA NA
1183 "Stillwater" "MN" "55082" 1 1 2 2 2 2 2 2 3 20 9 4 1 1 1 3 8 1 7 4 6 3 1 6 1 1 1 1 1 9 8 1 12 5 4 5 3 2 7 4 1 3 3 1 1 1 4 5 3 1 4 2 1 4 1 2 1 3 1 8 2 1 1 7 1 2 3 45.054551 -92.825811
1184 "NewRochelle" "NY" "10805" 7 1 1 2 2 2 2 2 3 2 9 4 2 1 4 2 2 1 3 0 3 0 5 1 5 1 7 0 2 9 1 1 3 1 4 4 1 1 4 1 1 2 3 2 4 1 2 2 1 2 1 2 3 3 1 1 3 2 1 3 2 1 3 7 1 1 1 40.897783 -73.779337
1185 "StateCollege" "PA" "16803" 7 2 1 2 2 2 1 2 3 20 8 4 2 1 0 2 2 1 7 4 3 3 1 1 4 1 9 4 2 1 8 1 16 7 3 0 2 1 6 3 3 2 3 2 2 6 2 2 2 3 4 2 1 4 1 1 1 10 1 8 3 1 4 7 1 2 4 40.802661 -77.899362
1186 "detroit" "MI" "48150" 4 2 2 2 2 2 2 2 2 2 8 7 2 1 1 1 1 1 3 3 6 3 1 1 12 5 1 1 3 1 1 1 16 7 1 6 1 1 7 3 1 2 3 2 4 2 4 5 1 1 4 5 3 3 3 1 3 3 1 8 2 1 1 6 1 5 1 42.365936 -83.365131
1187 "Sacramento" "CA" "95616" 4 2 1 2 2 2 2 2 3 20 3 6 2 1 1 2 2 1 2 6 0 5 1 1 1 1 4 0 3 1 8 1 2 5 4 4 3 2 4 1 1 2 0 2 1 0 5 1 1 2 4 3 1 3 1 2 1 9 1 8 3 1 1 6 3 2 1 38.549256 -121.73655
1188 "FallRiver" "MA" "02720" 7 2 2 2 2 2 2 2 2 12 9 4 5 1 4 2 2 1 4 6 7 0 5 1 13 1 7 4 2 1 1 3 17 1 1 2 2 2 5 3 1 2 3 2 1 1 7 2 1 2 4 2 10 4 1 1 1 2 1 9 1 1 1 7 1 1 3 41.716952 -71.139866
1189 "Durham" "NC" "27705" 8 2 3 2 2 2 1 1 2 3 8 4 2 1 1 3 1 1 7 0 3 3 1 6 1 6 1 1 3 1 3 1 15 3 4 5 2 1 1 1 1 2 3 2 4 1 3 5 1 2 4 2 3 4 1 1 2 3 1 8 2 1 1 0 1 2 1 36.015992 -78.959119
1190 "MountainHome" "AR" "72653" 1 1 1 1 3 3 1 3 2 20 8 7 1 1 1 3 5 12 7 1 7 5 5 10 4 8 4 0 2 9 8 1 2 5 4 4 2 2 7 1 1 3 3 2 2 1 4 1 1 6 4 2 1 4 1 3 3 3 2 8 2 1 1 6 2 2 7 36.329026 -92.357817
1191 "NewOrleans" "LA" "70116" 8 2 1 2 2 2 3 2 2 2 8 5 2 1 5 3 1 1 7 6 7 5 1 6 2 3 1 4 3 9 8 1 2 5 4 2 2 1 7 1 1 2 3 2 4 6 4 1 1 2 1 5 1 4 1 5 2 3 1 8 1 1 1 6 1 2 2 29.968054 -90.064034
1192 "Stow" "MA" "01775" 4 1 1 2 2 2 2 2 2 20 8 7 2 1 1 2 1 1 7 6 7 5 5 1 13 1 7 1 2 1 1 1 8 5 1 4 1 2 1 3 1 2 0 2 2 1 5 1 1 3 4 3 1 4 1 1 1 7 1 8 5 1 1 6 1 2 2 42.423882 -71.510862
1193 "Hopkinsville" "KY" "42240" 8 1 1 2 2 2 1 1 3 20 8 4 2 1 3 1 5 1 7 4 5 3 1 6 4 3 4 1 3 7 3 1 11 5 2 2 3 2 4 3 1 2 0 2 2 3 1 1 2 3 4 2 1 4 1 3 2 3 2 8 2 1 1 6 1 2 3 36.866845 -87.476178
1194 "MoonTownship" "PA" "15108" 7 2 1 2 1 1 1 1 3 3 8 4 1 1 1 1 1 1 6 6 7 5 5 1 13 6 4 1 3 1 8 3 16 1 4 2 1 2 1 3 1 3 3 2 2 1 3 2 1 2 1 1 9 4 1 1 5 3 1 3 2 1 5 8 1 2 1 40.500665 -80.184643
1195 "plainville" "CT" "06062" 7 2 1 2 1 1 1 1 3 3 8 4 1 1 1 1 1 1 6 6 7 5 5 1 13 6 4 1 3 1 8 3 16 1 4 2 1 2 1 3 1 3 3 2 2 1 3 2 1 2 1 1 9 4 1 1 5 3 1 3 2 1 5 8 1 2 1 41.671548 -72.862943
1196 "Chicago" "IL" "61801" 7 2 3 2 2 2 2 2 4 13 8 6 2 1 1 3 2 1 3 3 2 2 1 10 5 1 7 1 2 10 8 1 11 5 2 6 2 2 7 2 2 3 3 2 4 5 2 1 1 1 4 3 4 3 6 1 1 3 2 8 2 1 5 6 3 1 1 40.109647 -88.212462
1197 "Yardley" "PA" "19067" 4 1 2 2 2 2 2 1 3 20 8 6 2 1 3 3 2 1 3 6 7 1 5 1 13 1 4 1 2 1 8 1 3 5 2 6 3 3 4 4 1 2 3 2 4 1 4 1 1 6 4 2 10 4 1 1 1 3 1 3 3 1 1 7 1 2 3 40.214661 -74.818122
1198 "Denver" "CO" "80122" 4 1 2 2 2 2 2 1 3 20 8 6 2 1 3 3 2 1 3 6 7 1 5 1 13 1 4 1 2 1 8 1 3 5 2 6 3 3 4 4 1 2 3 2 4 1 4 1 1 6 4 2 10 4 1 1 1 3 1 3 3 1 1 7 1 2 3 39.582604 -104.958347
1199 "Southington" "CT" "06479" 7 2 3 2 2 2 2 2 1 5 5 1 2 1 2 2 2 1 4 5 6 5 5 1 13 1 1 1 3 1 1 1 2 1 1 5 1 2 4 3 3 2 3 2 1 1 2 2 1 2 4 2 1 4 1 1 3 3 1 6 3 1 4 7 1 2 1 41.575847 -72.896969
1200 "NorthSyracuse" "NY" "13202" 4 2 2 2 2 2 2 2 2 3 8 6 9 1 1 1 1 1 3 4 3 3 5 1 12 1 1 1 2 1 1 1 14 0 2 1 2 2 7 3 1 1 0 1 1 1 4 4 1 3 1 1 10 4 1 1 1 1 1 8 2 1 1 7 1 2 1 43.045066 -76.149945
1201 "NYC" "NY" "10027" 7 2 3 3 2 2 2 1 3 20 8 6 1 1 4 1 1 1 4 4 3 3 5 1 12 1 1 1 2 1 1 1 14 0 2 1 2 2 7 3 1 1 0 1 1 1 4 4 1 3 1 1 10 4 1 1 1 1 1 8 2 1 1 7 1 2 1 40.812665 -73.95499
1202 "Roswell" "GA" "30075" 7 2 3 3 2 2 2 1 3 20 8 6 1 1 4 1 1 1 4 4 3 3 5 1 12 1 1 1 2 1 1 1 14 0 2 1 2 2 7 3 1 1 0 1 1 1 4 4 1 3 1 1 10 4 1 1 1 1 1 8 2 1 1 7 1 2 1 34.049789 -84.385397
1203 "Arlington" "MA" "02174" 4 1 3 2 2 2 2 2 2 21 8 4 1 1 1 2 2 1 3 3 6 5 1 1 1 1 7 1 2 1 1 1 12 7 1 6 1 2 7 3 3 2 3 2 3 2 5 5 1 3 4 2 1 3 3 1 3 3 1 8 2 1 4 7 1 1 3 NA NA
1204 "Granville" "OH" "43023" 8 1 2 2 2 2 2 2 3 21 3 4 2 1 1 2 1 1 3 3 2 2 1 6 3 1 4 1 3 8 1 1 2 1 7 5 2 1 1 1 1 2 3 2 3 1 4 5 1 4 4 2 1 3 1 10 1 3 1 3 2 1 4 8 1 6 3 40.070985 -82.521346
1205 "elizabeth" "NJ" "07208" 4 2 3 2 2 2 2 1 3 20 8 3 2 1 1 1 1 1 7 4 6 3 1 1 11 1 1 1 2 1 1 1 17 7 4 2 2 2 4 3 1 2 3 1 2 1 4 5 1 2 1 2 1 4 1 1 3 3 1 3 2 1 1 7 1 1 1 40.673102 -74.228342
1206 "Boston" "MA" "02158" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA
1207 "Lincoln" "NE" "68502" 7 2 1 2 2 2 2 2 13 20 8 4 2 1 1 3 5 1 4 5 6 3 1 1 4 1 7 4 3 1 8 1 2 7 4 6 3 3 7 3 1 2 2 2 4 1 5 1 1 3 4 2 1 4 1 2 1 9 1 8 3 1 1 7 1 2 1 40.789051 -96.695893
1208 "Chicago" "IL" "60637" 1 1 2 2 2 2 2 2 2 1 9 0 1 1 1 1 2 1 2 2 7 5 5 7 5 3 1 4 1 5 8 3 17 7 2 6 2 2 4 3 2 2 3 2 3 5 3 5 1 1 1 2 1 3 1 2 7 4 1 8 3 1 1 0 3 6 1 41.779384 -87.605449
1209 "Reading" "PA" "19606" 4 2 3 2 2 2 2 2 2 2 8 7 2 1 7 3 2 1 4 3 6 5 1 1 1 1 7 1 3 1 8 3 14 7 1 4 2 1 7 2 4 2 3 2 4 2 4 5 1 6 5 2 3 4 1 1 3 3 1 8 1 1 4 7 1 2 3 40.327741 -75.870025
1210 "Medford" "NJ" "08055" 4 1 3 2 2 2 2 2 2 20 8 4 2 1 3 1 2 1 7 6 7 5 1 1 1 1 1 1 3 1 8 1 2 7 3 2 2 2 1 1 1 3 3 2 2 2 5 1 1 2 4 2 10 4 3 1 1 2 1 3 3 1 4 7 1 2 4 39.865272 -74.818507
1211 "Rumson" "NJ" "07760" 4 1 3 2 2 2 2 2 2 20 8 4 2 1 3 1 2 1 7 6 7 5 1 1 1 1 1 1 3 1 8 1 2 7 3 2 2 2 1 1 1 3 3 2 2 2 5 1 1 2 4 2 10 4 3 1 1 2 1 3 3 1 4 7 1 2 4 40.369145 -73.995764
1212 "Urbana" "IL" "61801" 7 2 2 2 2 2 2 2 4 20 0 0 2 1 1 3 2 1 3 3 6 3 1 1 1 1 1 1 3 9 8 1 17 7 4 0 2 1 3 1 1 2 0 2 4 0 4 5 1 1 3 2 0 4 1 1 1 4 1 8 2 1 1 6 3 1 1 40.109647 -88.212462
1213 "brooklyn" "NY" "11209" 7 2 2 2 2 2 2 2 4 20 0 0 2 1 1 3 2 1 3 3 6 3 1 1 1 1 1 1 3 9 8 1 17 7 4 0 2 1 3 1 1 2 0 2 4 0 4 5 1 1 3 2 0 4 1 1 1 4 1 8 2 1 1 6 3 1 1 40.62327 -74.029501
1214 "Cleveland" "OH" "44107" 7 2 2 2 2 2 2 2 3 1 3 6 1 1 4 1 1 1 6 4 3 3 1 6 12 1 9 1 2 1 8 1 17 7 4 6 1 2 4 3 1 2 3 2 1 1 3 5 1 3 1 2 1 3 6 2 3 3 1 8 2 1 1 8 2 1 3 41.480881 -81.80036
1215 "Chicago" "IL" "60076" 8 1 2 2 2 2 2 1 3 21 5 4 1 1 1 3 7 1 7 1 0 0 5 3 14 3 1 4 3 5 1 1 12 7 3 5 3 2 7 3 1 1 2 2 2 6 5 5 1 1 0 2 10 4 0 2 1 4 1 8 1 1 1 7 1 5 1 42.03618 -87.732106
1216 "MountainBrook" "AL" "35213" 8 2 2 2 2 2 2 2 3 20 9 7 2 1 1 1 1 1 0 0 7 5 5 6 4 3 7 1 4 1 8 1 2 3 4 2 1 3 2 1 1 2 3 2 6 1 7 5 1 2 4 3 1 4 1 5 2 10 1 8 2 1 1 7 1 2 3 33.507637 -86.741617
1217 "Clarkston" "MI" "48348" 7 1 1 2 2 2 2 2 3 20 8 4 2 1 1 3 1 1 3 3 2 2 1 6 1 1 1 1 2 2 8 1 2 5 6 5 2 2 4 3 3 3 3 2 3 6 5 5 1 8 5 2 1 3 1 2 1 3 1 6 2 5 5 8 1 2 5 42.768373 -83.378059
1218 "Douglaston" "NY" "11363" 7 2 2 2 2 2 2 2 1 20 8 7 2 1 1 3 1 1 7 1 7 5 1 1 1 1 4 1 2 1 3 1 2 5 1 5 1 1 1 3 1 2 3 1 3 1 3 5 1 2 4 2 1 4 1 1 1 3 1 8 2 1 4 7 1 2 1 40.772636 -73.746442
1220 "SulphurSprings" "TX" "75482" 1 2 1 1 2 2 3 2 3 20 8 4 2 1 1 3 1 1 4 3 4 3 1 6 2 1 4 1 3 7 3 1 2 5 2 6 3 3 3 1 1 2 3 2 4 6 3 1 1 2 4 0 1 4 1 3 5 2 1 8 2 1 4 4 1 2 3 33.143752 -95.60102
1221 "Minneapolis" "MN" "55422" 1 2 1 1 2 2 3 2 3 20 8 4 2 1 1 3 1 1 4 3 4 3 1 6 2 1 4 1 3 7 3 1 2 5 2 6 3 3 3 1 1 2 3 2 4 6 3 1 1 2 4 0 1 4 1 3 5 2 1 8 2 1 4 4 1 2 3 45.014764 -93.339657
1222 "Cleveland" "OH" "44116" 1 2 1 1 2 2 3 2 3 20 8 4 2 1 1 3 1 1 4 3 4 3 1 6 2 1 4 1 3 7 3 1 2 5 2 6 3 3 3 1 1 2 3 2 4 6 3 1 1 2 4 0 1 4 1 3 5 2 1 8 2 1 4 4 1 2 3 41.475297 -81.845759
1223 "Prentice" "WI" "54556" 1 2 1 1 2 2 3 2 3 20 8 4 2 1 1 3 1 1 4 3 4 3 1 6 2 1 4 1 3 7 3 1 2 5 2 6 3 3 3 1 1 2 3 2 4 6 3 1 1 2 4 0 1 4 1 3 5 2 1 8 2 1 4 4 1 2 3 45.549425 -90.315718
1224 "WhitePlains" "NY" "10606" 1 2 2 2 2 2 2 2 3 1 8 0 2 1 1 1 1 1 3 1 2 2 1 1 2 3 1 0 1 1 0 1 2 3 4 2 2 1 4 1 3 2 0 2 2 1 2 5 1 2 4 2 1 3 1 5 7 3 1 8 1 1 1 6 1 1 1 41.024107 -73.778088
1225 "destin" "FL" "32541" 8 2 3 2 2 2 1 3 2 2 9 4 2 1 1 3 1 1 7 6 7 5 1 6 4 8 9 1 1 1 3 7 2 3 2 0 2 2 3 1 1 2 0 2 4 1 7 6 1 3 5 5 11 4 1 10 2 3 1 8 2 1 1 8 1 1 1 30.391795 -86.433802
1226 "Irvine" "CA" "92714" 8 2 3 2 2 2 2 2 3 21 8 7 2 1 11 2 1 1 3 3 2 2 1 6 14 1 1 1 4 10 8 1 8 1 2 6 2 2 7 1 1 2 3 2 4 1 5 5 1 7 4 2 10 4 1 1 1 3 1 6 3 1 1 7 1 2 1 NA NA
1227 "TerreHaute" "IN" "47802" 4 2 1 2 2 2 2 2 3 20 8 7 2 1 1 1 5 1 3 3 2 2 1 1 4 1 4 1 2 1 1 1 2 5 2 1 2 3 1 1 1 2 3 3 3 1 5 2 2 2 4 2 10 4 1 1 1 3 1 8 1 1 1 7 1 2 2 39.393237 -87.397704
1228 "NewYorkCity" "NY" "12462" 7 2 3 2 2 2 2 1 3 3 5 3 1 1 4 2 2 1 0 3 2 2 5 1 5 1 1 4 3 8 1 1 16 7 4 5 2 2 7 2 1 2 3 3 2 6 4 5 1 2 4 2 5 4 1 1 7 3 1 8 2 1 1 8 1 2 3 NA NA
1229 "Geneva" "NY" "14456" 7 2 2 2 2 2 2 2 3 15 8 4 2 1 1 1 1 1 3 3 2 2 5 1 11 1 4 1 2 1 1 1 12 7 4 2 1 1 7 1 2 2 0 3 4 1 4 5 1 2 4 2 1 4 1 1 7 2 1 3 2 1 3 7 1 2 1 42.853039 -76.993945
1231 "GardenCity" "NY" "11530" 7 2 2 2 2 2 2 2 3 20 8 3 2 1 4 3 7 1 7 3 7 2 1 1 4 1 1 1 2 1 1 1 2 7 2 1 1 2 7 1 1 2 3 2 4 1 4 3 1 2 4 3 1 4 1 5 3 3 4 8 1 1 3 7 3 2 1 40.725257 -73.640567
1233 "Toledo" "OH" "43615" 5 1 2 2 2 2 2 2 2 5 8 4 2 1 1 1 2 1 3 3 2 2 1 11 13 1 4 0 4 1 8 3 12 1 3 2 1 2 0 1 1 2 0 2 4 1 2 5 1 0 5 2 0 3 1 2 3 3 1 3 2 1 1 0 1 0 1 41.6522 -83.670377
1234 "ElDorado" "KS" "67042" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37.830417 -96.842946
1235 "NorthDighton" "MA" "02764" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41.851557 -71.151254
1237 "Racine" "WI" "53402" 7 2 3 2 2 2 2 2 3 21 8 1 1 1 0 3 1 1 7 4 3 3 3 6 13 1 1 0 2 9 8 3 16 0 2 5 2 1 7 1 1 2 0 2 1 6 7 2 1 1 4 2 1 1 1 2 7 3 1 0 2 1 3 7 1 1 1 42.767286 -87.797474
1238 "Whitesboro" "NY" "13492" 4 2 3 2 2 2 2 1 3 2 8 7 2 1 1 1 1 1 3 3 6 2 1 1 12 3 1 1 2 1 1 1 16 1 1 5 1 2 7 3 1 2 0 2 3 1 4 2 1 2 1 1 1 4 1 1 3 3 1 8 1 1 3 7 1 2 3 43.11627 -75.311826
1239 "Tempe" "AZ" "85283" 4 1 1 2 2 2 2 2 3 20 8 4 2 1 1 3 5 1 3 3 6 3 1 1 4 3 1 1 3 9 1 1 2 0 4 4 2 1 4 1 3 2 0 3 3 1 5 5 2 3 4 2 1 4 1 2 1 3 1 8 2 1 1 6 1 2 3 33.365951 -111.931552
1240 "NewCity" "NY" "10956" 4 2 3 2 2 2 2 2 3 19 8 6 2 1 1 3 1 1 3 6 2 5 5 1 13 1 4 1 3 1 1 1 2 5 4 4 3 2 7 3 1 2 3 1 4 1 4 2 1 2 4 2 10 4 1 1 1 3 1 3 1 1 1 7 1 2 3 41.145495 -73.994901
1241 "cambridge" "MA" "02138" 4 2 2 1 2 2 2 2 2 20 8 4 2 1 1 3 2 2 3 3 4 2 1 6 4 3 7 1 1 9 1 1 2 5 1 5 1 1 7 1 1 2 3 2 3 1 5 5 5 3 4 2 3 3 1 1 1 3 1 8 2 1 4 7 1 2 4 42.379146 -71.128031
1242 "Geneva" "NY" "14456" 4 2 1 2 2 2 2 1 2 3 8 4 7 1 1 2 1 1 3 6 3 2 1 1 3 1 1 1 2 1 1 1 17 7 1 1 2 2 7 3 1 2 3 2 2 1 7 1 1 6 1 1 1 3 1 1 3 2 1 8 2 1 3 8 1 1 6 42.853039 -76.993945
1243 "Clarksville" "TN" "37043" 4 2 1 2 2 2 2 1 2 3 8 4 7 1 1 2 1 1 3 6 3 2 1 1 3 1 1 1 2 1 1 1 17 7 1 1 2 2 7 3 1 2 3 2 2 1 7 1 1 6 1 1 1 3 1 1 3 2 1 8 2 1 3 8 1 1 6 36.506407 -87.257205
1246 "Newton" "MA" "02160" 7 1 1 2 2 2 2 2 2 20 8 6 1 2 1 2 1 1 3 6 6 5 1 1 13 1 1 1 3 1 1 1 16 1 1 5 1 1 7 2 1 2 3 3 1 2 5 1 1 3 4 2 10 4 1 1 1 3 1 8 1 1 4 1 1 2 1 NA NA
1247 "WhitePlains" "NY" "10605" 7 1 1 2 2 2 2 2 2 20 8 6 1 2 1 2 1 1 3 6 6 5 1 1 13 1 1 1 3 1 1 1 16 1 1 5 1 1 7 2 1 2 3 3 1 2 5 1 1 3 4 2 10 4 1 1 1 3 1 8 1 1 4 1 1 2 1 41.01002 -73.751584
1248 "Burton" "MI" "48509" 7 1 1 2 2 2 2 2 2 20 8 6 1 2 1 2 1 1 3 6 6 5 1 1 13 1 1 1 3 1 1 1 16 1 1 5 1 1 7 2 1 2 3 3 1 2 5 1 1 3 4 2 10 4 1 1 1 3 1 8 1 1 4 1 1 2 1 43.020176 -83.604337
1250 "Natick" "MA" "01760" 4 2 3 2 2 2 2 2 3 21 8 4 2 1 1 2 2 1 7 3 0 0 5 1 1 1 7 1 2 1 8 1 16 5 1 5 2 3 1 3 1 2 3 2 1 1 4 1 1 3 4 1 1 1 3 1 1 7 1 8 1 1 3 7 1 2 3 42.290763 -71.353686
1251 "St.Louis" "MO" "63124" 7 2 2 2 2 2 2 1 3 1 5 1 2 1 4 2 1 1 3 3 2 2 5 1 1 1 4 0 3 1 1 1 16 0 4 5 1 1 7 3 1 2 3 2 2 1 2 5 1 2 1 2 7 4 1 1 5 9 1 8 1 1 5 7 1 1 1 38.645802 -90.376874
1252 "Philadelphia" "PA" "19087" 7 2 2 2 2 2 2 1 3 1 5 1 2 1 4 2 1 1 3 3 2 2 5 1 1 1 4 0 3 1 1 1 16 0 4 5 1 1 7 3 1 2 3 2 2 1 2 5 1 2 1 2 7 4 1 1 5 9 1 8 1 1 5 7 1 1 1 40.058808 -75.400694
